,doc_id,content,person_matched,company_matched,split_sentence_index
50,2024031200009503012&&3,她指，虽然立法会有责任为纳税人“睇实条数”，惟卫生事务委员会在“2+3”还款安排期间亦会换届，倡应考虑另设独立小组，以确保中大医院能如期还钱。中大医院指，去年下半年亏损比预期更多，主因与药物和医疗用品价格通胀有关。####。■中大医院早年向政府借贷逾40亿元，惟因遇上新冠疫情，早前申请采用“2+3”方案顺延还款,['林哲玄'],[],3
51,2024031621785014143&&0,陈凯琳爆大仔变环保先锋 陈安立同岑乐怡研究“环保M巾”。陈凯琳爆大仔变环保先锋 陈安立同岑乐怡研究“环保M巾”。陈凯琳与陈安立齐齐支持环保活动。陈凯琳（Grace）担任港铁“绿铁B‘动’乐日”活动大使，推广低碳环保绿色生活，她笑言：“我都想带小朋友嚟，但系我怕做嘢照顾唔到佢地。𠵱家哥哥都会喺屋企做家务，做吓垃圾分类，小朋友唔惊污糟嘅，大仔𠵱家做咗细佬嘅榜样，二佬见佢做咩就跟住做。”此外，Grace自言不时会坐港铁过海，即使代步都用电车：“其实小朋友都好钟意搭港铁，成日都话要坐，佢地仲有自己张八达通卡，但我教佢地唔好乱咁‘嘟’，因为入面有钱，系父母好辛苦揾翻嚟嘅。𠵱家会教佢地理财，等佢地有个概念。”Grace还透露早前独自到欧洲Fashion Week，贪平坐地铁出入。陈凯琳与陈安立分享环保心得。Grace透露早前独自到欧洲Fashion Week，贪平坐地铁出入。陈凯琳（Grace）被邀担任港铁“绿铁B‘动’乐日”活动大使。Grace自言不时会坐港铁过海。陈凯琳说大仔会在屋企做家务，甚至会做埋垃圾分类,"['Sell', 'Grace']",['Fashion Week'],0
52,2024031621785014143&&1,陈安立当日担任大会司仪，自爆老婆会穿他的二手衫：“我平时好少买衫嘅，都系著赞助啲Product，而著旧咗就传俾老婆做睡衣。之前岑乐怡狂Sell我环保信息，仲讲到有‘环保M巾’，虽然佢冇讲自己有冇用，我都介绍比老婆知，如果要帮佢洗我都唔介意。”。《星岛申诉王》已推出全新项目“区区有申诉”，并增设“我要赞佢”栏目，现诚邀市民投稿赞扬身边好人好事，共建更有爱社区。立即“我要赞佢”︰ https://bit.ly/3uJ3yyF。想睇更多精彩内容，请立即浏览“区区有申诉”活动专页，https://bit.ly/41hgS9E,"['Sell', 'Grace']",['Fashion Week'],1
53,2024031800002465310&&0,断舍离︱内地收纳师帮人折衫执衣柜 月入2万元好易达成。内地收纳市越来越大，山东济南的收纳师市价约在时薪100至200元间。春暖花开又到换季时，要将冬夏衣饰来个乾坤大挪换，是许多女士的噩梦。近年内地也受日本“断舍离”风影响，出现了收纳师这个行业。有网民一掷7200元人民币，聘请3名收纳师奋战12小时，丢了7大袋衣物，让家居“重生”。有山东的收纳师透露，当地收纳师每小时工资在100至200元。以每月平均接约20单计，月入随时可达2万元。网民7200元请3收纳师丢7袋衫。据《都市快报》橙杮互动报道，有女网民“陌上”入伙逾10年，衣物只买不丢，越积越多，家居凌乱至惨不忍睹。“陌上”终在早前聘请专业收纳师协助，经过前期沟通，上门预采、列出方案三个流程，在正式大扫除当天，派了3名收纳师上门，12小时整理时间，收纳费5000元，物料费2200元，包括衣杆、衣架280个以及大大小小的收纳盒，丢了7大袋过时或重复的衣物，将衣物挂起或入盒，取消叠放区等方法，令“陌上”的衣帽间变得新的一样，井井有条又易找出需要的衣饰。内地越来越多市民接受聘用专业收纳师为自己“断舍离”,['小凡'],[],0
54,2024031800002465310&&1,内地越来越多市民接受聘用专业收纳师为自己衣柜“大扫除”。内地越来越多市民接受聘用专业收纳师为自己衣柜“大扫除”。内地越来越多市民接受聘用专业收纳师为自己“断舍离”。内地越来越多市民接受聘用专业收纳师为自己“断舍离”。内地越来越多市民接受聘用专业收纳师为自己“断舍离”。内地越来越多市民接受聘用专业收纳师为自己“断舍离”。内地越来越多市民接受聘用专业收纳师为自己“断舍离”。内地越来越多市民接受聘用专业收纳师为自己“断舍离”。内地越来越多市民接受聘用专业收纳师为自己“断舍离”。内地越来越多市民接受聘用专业收纳师为自己“断舍离”。内地越来越多市民接受聘用专业收纳师为自己“断舍离”。内地越来越多市民接受聘用专业收纳师为自己“断舍离”。山东济南整理收纳师小凡透露，她是在2017年在日本新闻中认识到这职业，经过网上自学、报读课程、到日本进修等，成为兼职收纳师。随着市场越来越多人认识收纳这个行业，小凡最终辞去原本稳定的工作，改为创业成为一名全职收纳师，“至今已整理收纳时长超过3000小时，为近500个家庭做过整理收纳，培训学员超过300人……”。山东收纳师时薪最高200元,['小凡'],[],1
55,2024031800002465310&&2,小凡指，专业收纳师在接到新客户时，要了解对方房屋空间结构、装修风格、生活习惯等，设计一套合理科学的整理方案，最重要是协助客户“扔”，帮对方分辨出什么是无用之物“断舍离”。收纳师的收费，在2016年时薪约80元，一般每月接一至两单，但在市场需求不断上升下，现在时薪已升至100至200元。客户由19岁到78岁。小凡表示：“年前或者换季的时候会比较多，最多的时候我们一个月能接到三四十单，少的时候也能有十几单”。客户层方面，则不分年龄、职业，由19岁到78岁都有。为应付市场需求，小凡现时的团队共有7名员工，每人时薪约150元，“80至90平方米户型的房子一般会配备2-3人，需要6-8个小时完成。如果是较为复杂的案例，比如户型是别墅或者物品格外多，可能需要1-2天，配备3-4人进行。”。如收纳师每月接20单，每单工时平均7小时计，月入便可达2.1万元,['小凡'],[],2
56,2024032021770417796&&0,IG吸金榜│靓妈撼赢镜仔夺榜首　MIRROR仅1人登三甲　他劲过AL姜涛。市场研究公司admanGo早前公布2023年本地名人Instagram广告销售额10大排名，圈中两大“靓妈”陈凯琳及倪晨曦撼赢镜仔，夺得首两名。而男团MIRROR有4名成员打入十大，其中1人的排名更高于姜涛及卢瀚霆（Anson Lo）。市场研究公司admanGo早前公布2023年IG品牌内容广告销售额最高的10名KOL，分别是：第1名陈凯琳（Grace）、第2名倪晨曦（Elva）、第3名吕爵安（Edan）、第4名张敬轩（Hins）、第5名卢瀚霆（Anson Lo）、第6名姜涛（Keung To）、第7名郑秀文（Sammi）、第8名张厚耀（Sue Chang）、第9名陈卓贤（Ian）、第10名容祖儿（Joey）,"['Sue Chang', 'Edan', 'Grace', 'Joey', 'Keung To', 'Sammi', 'Elva', 'Hins', '倪晨曦', 'Anson Lo', 'Ian']","['Instagram', 'admanGo', 'KOL']",0
57,2024032021783034525&&0,日本人气艺术家Verdy抵港　汉堡神偷与Vick惊喜接机。（客户提供）。【特约报道】蜚声国际的日本平面艺术家、曾为韩国女子天团BLACK PINK的“Born Pink World Tour”2023世界巡回演唱会担任艺术总监，兼于今次ComplexCon香港出任艺术总监的Verdy今早抵港、为首度登陆亚洲的全球瞩目潮流艺术文化盛事ComplexCon盛事做准备，而他最喜爱的麦当劳汉堡神偷与出自其笔下的Vick更现身接机，令这位潮流艺术大师惊喜莫名。ComplexCon将于3月23至24日假亚洲国际博览馆举行，而Verdy会出任艺术总监，故今早提早来港作准备，甫踏出机场，即由他非常喜欢的汉堡神偷与其创作的角色Vick现身来个熊抱，为这位艺术大师带来无限惊喜与欢乐,"['Vick', 'ComplexCon', 'Verdy']",['Vick'],0
58,2024032021790922324&&0,网络热话│清洁公司误接“曱甴屋”生意 租屋想避免中伏有几点要留意。不知道大家物色租盘时，有没有试过“中伏”，遇上一些特别肮脏的单位。近日有一位网民在讨论区分享，自己从事清洁业二十多年，终于遇上一间“曱甴屋”，事前业主曾让楼主看过单位内的照片，当时楼主的只是认为屋内较污糟和较多曱甴，怎料一踏进去就知道是一大清洁难题。清洁公司误接“曱甴屋”生意 租屋想避免中伏有几点要留意。清洁公司误接“曱甴屋”生意 租屋想避免中伏有几点要留意。清洁公司误接“曱甴屋”生意 租屋想避免中伏有几点要留意。清洁公司误接“曱甴屋”生意 租屋想避免中伏有几点要留意。环境不但恶劣，还传出阵阵异味，楼主甚至形容为“噏臭味”，一心硬着头皮完成任务，可是骇人听闻的事不断发生。楼主指，当他在清洁时曾有数次被曱甴爬上身、抹柜桶时看见曱甴卵堆积如山，曱甴屎更布满整块墙壁。楼主作为勇士第一人，当然吸引不少邻居注意，有邻居就善意提醒，指单位前租客居住期间，每次打开门都会传出恶臭、会有大量曱甴爬出走廊，当他们望入单位亦见到很多垃圾，犹如一座垃圾山般。经过一天奋斗，楼主清走大量曱甴尸体，并喷射灭虫剂打算隔天再处理,['曱甴'],"['曱甴屋', '勇士']",0
59,2024032021790922324&&1,怎料第二天再回到单位时，曱甴比昨天还要多几倍，“数量仲多过我平日碗饭嘅米量”。如是者，楼主就向业主请辞。有网民表示，“唔好彩买咗呢D单位真系永无宁日”、“佢根本要连木地板都挂(拆)埋先有得搞”、“业主有冇谂过成间屋爆过再装修，咁样点清都系有”。楼主就提醒，各位业主租客无论放租或承租前也先应该留意清楚单位环境，尤其要打开厨柜望望门铰低的柜边有没有黑色一点点、类似曱甴尸的物体，并应在入伙前打开假天花和所有柜门，确保干净。记者：高怡。图片来源：白卡当饭食@lihkg。按此观看原文。==========,['曱甴'],"['曱甴屋', '勇士']",1
60,2024032100007692520&&0,50岁金牌司仪脸部松弛惊变“水滴鱼”。 曾被爆身价冠绝主持界。50岁金牌司仪脸部松弛惊变“水滴鱼”。 曾被爆身价冠绝主持界。50岁金牌司仪脸部松弛惊变“水滴鱼”。 曾被爆身价冠绝主持界。曾有TVB“金牌司仪”之称的50岁李浩林（Derek），由于精通两文三语，自90年代中成为大骚主持“铁脚”，早年也曾客串多出剧集及电影，惜近年大幅减产，2021年主持TVB《2020东京奥运会》后，已鲜有在港幕前亮相。久违的李浩林日前终现身圈中友人聚会，未料残爆的他竟“断崖式衰老”吓窒网民。相关阅读：73岁前TVB金牌司仪送外卖做地盘工。辛苦到连环爆粗 惨被呼喝睇面色。李浩林残爆露面。李浩林曾有TVB“金牌司仪”之称。据早年报道有业内PR爆料，指撇除曾志伟及郑裕玲（DoDo）等重量级司仪，李浩林的身价冠绝娱乐圈。李浩林（左三）2021年主持TVB《2020东京奥运会》后，已鲜有在港幕前亮相。当时另外两位外景主持周奕玮和吴业坤（右）因截停港队划艇选手洪咏甄，问一些冇营养嘅问题而畀大家闹爆。当时另外两位外景主持周奕玮和吴业坤（右）因截停港队划艇选手洪咏甄，问一些冇营养嘅问题而畀大家闹爆,"['李浩林', '太太Pauline', 'DoDo', '李琳琳', 'Derek', '汪曼玲', '林盛斌', '高雄']","['TVB', 'Northwestern University', '森美']",0
61,2024032100007692520&&1,当时另外两位外景主持周奕玮和吴业坤（右）因截停港队划艇选手洪咏甄，问一些冇营养嘅问题而畀大家闹爆。闭幕礼后二人分享自己的感动时刻，李浩林突然爆出一句：“见到你哋两个都好辛苦啦，你哋两个做访问𠮶阵时要捧住对方，唔好再问人听唔听你哋啲歌喇吓。”令全场爆笑。资深传媒人汪曼玲前晚（19日）于社交网贴出圈中人聚会合照，当晚（前右起）胡枫、姜大卫与太太李琳琳、邓光荣遗孀严纳珍（后中）均有出席。（前右二起）陈友与太太Pauline均有现身。其中李浩林（右）罕有零妆发赴会，穿黑Polo shirt的他显得肤色特别青白。李浩林（后右二）两颊下垂、双眼浮肿现黑眼圈，加上大大的蒜头鼻，有网民惊叹如深海怪鱼“水滴鱼”。李浩林对上一次在港荧幕前露面，已是去年4月1日为张国荣（哥哥）逝世20周年活动《继续宠爱．二十年．音乐会》担任大会司仪。当时穿上黑色素服的李浩林有化妆兼Set头，容貌未见与昔日有太大变化。不过，在播放哥哥张国荣生前的演出片段时，为网上版主持的李浩林因“老是常出现”，以普通话讲述哥哥张国荣的历史，引起粉丝不满嗌收声。近年，李浩林不时与旧同事陈芷菁（右）在内地拍住上担任大型节目及晚宴司仪,"['李浩林', '太太Pauline', 'DoDo', '李琳琳', 'Derek', '汪曼玲', '林盛斌', '高雄']","['TVB', 'Northwestern University', '森美']",1
62,2024032100007692520&&2,近年，李浩林不时与旧同事陈芷菁（右）在内地拍住上担任大型节目及晚宴司仪。近年，李浩林不时与旧同事陈芷菁（左）在内地拍住上担任大型节目及晚宴司仪。李浩林与陈芷菁（右）去年11月初为“首届粤港澳大湾区禅宗六祖文化节暨交响合唱《惠能颂》世界巡演香港站”担任司仪。李浩林与陈芷菁（右）去年11月初为“首届粤港澳大湾区禅宗六祖文化节暨交响合唱《惠能颂》世界巡演香港站”担任司仪。李浩林偶尔亦有为名牌奢侈品、天王天后级人马的记者会任司仪。李浩林成为张学友（右）记者会的专属司仪。李浩林至今仍显示在TVB官网艺人之列，换言之与TVB还有约在身。资深传媒人汪曼玲前晚（19日）于社交网贴出圈中人聚会合照，当晚姜大卫与太太李琳琳、陈友与太太Pauline、胡枫及邓光荣遗孀严纳珍等均有出席，其中李浩林罕有零妆发赴会，穿黑Polo shirt的他显得肤色特别青白，且两颊下垂、双眼浮肿现黑眼圈，加上大大的蒜头鼻，有网民惊叹如深海怪鱼“水滴鱼”（Blobfish）。李浩林被张国荣歌迷怒骂,"['李浩林', '太太Pauline', 'DoDo', '李琳琳', 'Derek', '汪曼玲', '林盛斌', '高雄']","['TVB', 'Northwestern University', '森美']",2
63,2024032100007692520&&3,李浩林对上一次在港荧幕前露面，已是去年4月1日为张国荣（哥哥）逝世20周年活动《继续宠爱．二十年．音乐会》担任大会司仪，当时穿上黑色素服的他有化妆兼Set头，容貌未见与昔日有太大变化。不过，在音乐会播放哥哥张国荣生前的演出片段期间，为网上版主持的李浩林因“老是常出现”，以普通话讲述哥哥张国荣的历史，引起粉丝不满嗌收声兼要求退款：“还我哥哥。”。李浩林昔日旧照：。李浩林亦曾演出不少TVB剧，入行初期亦参演过《晚九朝五》及《金枝玉叶》等电影。李浩林曾演出TVB剧《情牵百子柜》。李浩林（右）在TVB剧《情牵百子柜》饰演谷一宵。李浩林（右）与吴美珩在TVB剧《情牵百子柜》有不少对手戏。高雄（左）在TVB剧《情牵百子柜》中饰演李浩林的父亲。李浩林与姚莹莹（右）饰演夫妻。2002年，李浩林（左）为《CASH金帆音乐颁奖礼》担任司仪。李浩林（左四）为《2013年度TVB全球华人新秀大赛》担任司仪。2014年，李浩林（右）为《星和无线电视大奖2014》担任司仪。李浩林（左）亦曾访问过不少本地及国际明星。李浩林（左）曾访问韩剧《大长今》女主角李英爱（中）。李浩林（前右）主持过《娱乐大搜查》,"['李浩林', '太太Pauline', 'DoDo', '李琳琳', 'Derek', '汪曼玲', '林盛斌', '高雄']","['TVB', 'Northwestern University', '森美']",3
64,2024032100007692520&&4,李浩林（左）在《娱乐大搜查》访问陈慧琳和雷颂德。李浩林曾于《东张西望》独家专访张柏芝（右）。李浩林（右）与张柏芝私下好老友。李浩林（右）与张柏芝私下好老友。李浩林（中）在2011年至2020年间主持《今日VIP》。李浩林（右）在2011年至2020年间主持《今日VIP》。李浩林（左）在2011年至2020年间主持《今日VIP》。李浩林（右）亦接下不少活动司仪Job。李浩林（左）亦接下不少活动司仪Job。李浩林（左）亦接下不少活动司仪Job。李浩林（右）亦接下不少活动司仪Job。李浩林（左）与不少圈中人相熟。李浩林（右）与不少圈中人相熟。近年，李浩林不时与旧同事陈芷菁在内地拍住上担任大型节目及晚宴司仪，偶尔他亦有为名牌奢侈品、天王天后级人马的记者会任司仪。据早年报道有业内PR爆料，指撇除曾志伟及郑裕玲（DoDo）等重量级司仪，李浩林的身价冠绝娱乐圈：“司仪收嘅价系视乎性质、工作时间而定，冇特定标准，都系睇客户需求，要数最贵又最多人揾嘅就系李浩林。”接着排名依次序为森美、杨洛婷、林盛斌（Bob）、区永权。李浩林与TVB仍有约在身,"['李浩林', '太太Pauline', 'DoDo', '李琳琳', 'Derek', '汪曼玲', '林盛斌', '高雄']","['TVB', 'Northwestern University', '森美']",4
65,2024032100007692520&&5,李浩林曾就读圣保罗男女中学，毕业于大学毕业于芝加哥西北大学（Northwestern University），主修舞台艺术。90年代加入TVB后，李浩林曾为《欢乐满东华》、《万千星辉贺台庆》、《国际中华小姐竞选》、《TVB全球华人新秀歌唱大赛》等大型节目担任司仪，在2005年至2020年期间亦先后主持《东张西望》、《今日VIP》及明珠台《Dolce Vita港生活．港享受》。李浩林亦曾演出TVB剧《情牵百子柜》、《女人唔易做》、《情人眼里高一D》等，入行初期更参演过《晚九朝五》及《金枝玉叶》等电影，值得一提的是，李浩林至今仍显示在TVB官网艺人之列，换言之与TVB还有约在身,"['李浩林', '太太Pauline', 'DoDo', '李琳琳', 'Derek', '汪曼玲', '林盛斌', '高雄']","['TVB', 'Northwestern University', '森美']",5
66,2024032121785999577&&0,惠理集团去年转赚2309万元 派特别股息0.5元。惠理集团（0806）公布截至去年12月31日末期业绩，去年扭亏为盈，纯利达2308.8万元，而2022年则为亏损5.44亿元。业绩改善主要由于集团自有资金投资（主要是旗下基金的初投资本投资）的投资收益，以及开支总额的减少抵销了管理费收入的减少所致。年内每股盈利0.013元，派特别股息0.5元。惠理表示，截至去年底集团资产管理规模达56亿美元，较2022年底时的61亿美元略减9%，主要受市场环境疲弱及部分投资者的避险心态所影响。年内收入达5.15亿元，较2022年跌11.9%，集团指总收入下降乃受管理费总额减少所致。其中管理费收入总额减少至4.67亿元，较2022年跌15%。惠理指出，去年认购总额为11.58亿美元，较2022年的10.25亿美元增13%。而赎回总额大幅减少至14.53亿美元，较2022年的23.60亿美元减少38%。集团续指，因加息、中国疫后经济去年失去动力，以及地缘政治等因素，令市场环境疲弱，部分投资者的避险心态所影响，其信心转趋脆弱，对具风险资产（尤其是中国证券）的意欲不大，而旗下部分基金出现适度资金流出,[],[],0
67,2024032200002876510&&0,杰地集团(08313)年度亏转盈174万坡元，不派息。  杰地集团 公布，截至去年12月31日止年度纯利173.7万元(坡元．下同)，而2022年同期净亏损270.7万元。每股盈利0.09坡仙，不派末期息。  期内收入990.6万元，升1.5倍。除税前溢利241.4万元，比2022年同期税前亏损242.3万元。 *有关业绩的详情，请参阅该公司之正式通告 。 《经济通通讯社22日专讯》,[],[],0
68,2024032200003330498&&0,"山高控股(00412) 盈利警告 / 内幕消息。山高控股(00412) 内幕消息 正面盈利预告(137KB, pdf)",[],['山高控股'],0
69,2024032200008516166&&0,中年好声音2｜杨千嬅任决赛评判惹热议 周启生：完全冇水平。  TVB选秀节目《中年好声音2》进入最后阶段，3月24日晚7强选手安雅希、陈俞霏、黄剑文、谭辉智、古淖文、颜米羔、沈宗贤，将竞逐冠军宝座。大会宣布决赛邀久未在TVB露面的杨千嬅担任评判，引来网上激烈讨论，连乐坛前辈周启生都发文回应。  周启生点名狠批陈蕾现场表现：唱歌近乎离晒谱咁走音 周启生留言：“一个唔系作曲家，唔系编曲家，唔系音乐人，唔系综艺科监制高层，同音乐并无其他关系，只系一个人人都认为唱歌唱得唔好嘅女歌手，担任一个唱歌比赛嘅评判。有人撑佢认为做呢个唱歌比赛评判，系唔需要唱歌唱得好，我想问呢个系乜嘢伟大精警逻辑。系唔系孕育一个新香港去接受一啲完全冇水平嘅嘢。#无耻嘅人永远无耻 #冲出嚟维护无耻嘅人至尊无耻”,"['古淖文', '安雅希']",[],0
